0      50.0     0.3      0.       0.       0.9
1      50.0     0.3      0.       0.       0.9
2      50.0     0.3      0.       0.       0.9
3      50.0     0.3      0.       0.       0.9
4      50.0     0.3      0.       0.       0.9
5      50.0     0.3      0.       0.       0.9
6      50.0     0.3      0.       0.       0.9
7      50.0     0.3      0.       0.       0.9
8      50.0     0.3      0.       0.       0.9
9      50.0     0.3      0.       0.       0.9
10      50.0     0.3      0.       0.       0.9
11      50.0     0.3      0.       0.       0.9
12      50.0     0.3      0.       0.       0.9
13      50.0     0.3      0.       0.       0.9
14      50.0     0.3      0.       0.       0.9
15      50.0     0.3      0.       0.       0.9
16      50.0     0.3      0.       0.       0.9
17      50.0     0.3      0.       0.       0.9
18      50.0     0.3      0.       0.       0.9
19      50.0     0.3      0.       0.       0.9
20      50.0     0.3      0.       0.       0.9
21      50.0     0.3      0.       0.       0.9
22      50.0     0.3      0.       0.       0.9
23      50.0     0.3      0.       0.       0.9
24      50.0     0.3      0.       0.       0.9
25      50.0     0.3      0.       0.       0.9
26      50.0     0.3      0.       0.       0.9
27      50.0     0.3      0.       0.       0.9
28      50.0     0.3      0.       0.       0.9
29      50.0     0.3      0.       0.       0.9
30      50.0     0.3      0.       0.       0.9
31      50.0     0.3      0.       0.       0.9
32      50.0     0.3      0.       0.       0.9
33      50.0     0.3      0.       0.       0.9
34      50.0     0.3      0.       0.       0.9
35      50.0     0.3      0.       0.       0.9
36      50.0     0.3      0.       0.       0.9
37      50.0     0.3      0.       0.       0.9
38      50.0     0.3      0.       0.       0.9
39      50.0     0.3      0.       0.       0.9
40      50.0     0.3      0.       0.       0.9
41      50.0     0.3      0.       0.       0.9
42      50.0     0.3      0.       0.       0.9
43      50.0     0.3      0.       0.       0.9
44      50.0     0.3      0.       0.       0.9
45      50.0     0.3      0.       0.       0.9
46      50.0     0.3      0.       0.       0.9
47      50.0     0.3      0.       0.       0.9
48      50.0     0.3      0.       0.       0.9
49      50.0     0.3      0.       0.       0.9
50      50.0     0.3      0.       0.       0.9
51      50.0     0.3      0.       0.       0.9
52      50.0     0.3      0.       0.       0.9
53      50.0     0.3      0.       0.       0.9
54      50.0     0.3      0.       0.       0.9
55      50.0     0.3      0.       0.       0.9
56      50.0     0.3      0.       0.       0.9
57      50.0     0.3      0.       0.       0.9
58      50.0     0.3      0.       0.       0.9
59      50.0     0.3      0.       0.       0.9
60      50.0     0.3      0.       0.       0.9
61      50.0     0.3      0.       0.       0.9
62      50.0     0.3      0.       0.       0.9
63      50.0     0.3      0.       0.       0.9
64      50.0     0.3      0.       0.       0.9
65      50.0     0.3      0.       0.       0.9
66      50.0     0.3      0.       0.       0.9
67      50.0     0.3      0.       0.       0.9
68      50.0     0.3      0.       0.       0.9
69      50.0     0.3      0.       0.       0.9
70      50.0     0.3      0.       0.       0.9
71      50.0     0.3      0.       0.       0.9
72      50.0     0.3      0.       0.       0.9
73      50.0     0.3      0.       0.       0.9
74      50.0     0.3      0.       0.       0.9
75      50.0     0.3      0.       0.       0.9
76      50.0     0.3      0.       0.       0.9
77      50.0     0.3      0.       0.       0.9
78      50.0     0.3      0.       0.       0.9
79      50.0     0.3      0.       0.       0.9
80      50.0     0.3      0.       0.       0.9
81      50.0     0.3      0.       0.       0.9
82      50.0     0.3      0.       0.       0.9
83      50.0     0.3      0.       0.       0.9
84      50.0     0.3      0.       0.       0.9
85      50.0     0.3      0.       0.       0.9
86      50.0     0.3      0.       0.       0.9
87      50.0     0.3      0.       0.       0.9
88      50.0     0.3      0.       0.       0.9
89      50.0     0.3      0.       0.       0.9
90      50.0     0.3      0.       0.       0.9
91      50.0     0.3      0.       0.       0.9
92      50.0     0.3      0.       0.       0.9
93      50.0     0.3      0.       0.       0.9
94      50.0     0.3      0.       0.       0.9
95      50.0     0.3      0.       0.       0.9
96      50.0     0.3      0.       0.       0.9
97      50.0     0.3      0.       0.       0.9
98      50.0     0.3      0.       0.       0.9
99      50.0     0.3      0.       0.       0.9
100      50.0     0.3      0.       0.       0.9
101      50.0     0.3      0.       0.       0.9
102      50.0     0.3      0.       0.       0.9
103      50.0     0.3      0.       0.       0.9
104      50.0     0.3      0.       0.       0.9
105      50.0     0.3      0.       0.       0.9
106      50.0     0.3      0.       0.       0.9
107      50.0     0.3      0.       0.       0.9
108      50.0     0.3      0.       0.       0.9
109      50.0     0.3      0.       0.       0.9
110      50.0     0.3      0.       0.       0.9
111      50.0     0.3      0.       0.       0.9
112      50.0     0.3      0.       0.       0.9
113      50.0     0.3      0.       0.       0.9
114      50.0     0.3      0.       0.       0.9
115      50.0     0.3      0.       0.       0.9
116      50.0     0.3      0.       0.       0.9
117      50.0     0.3      0.       0.       0.9
118      50.0     0.3      0.       0.       0.9
119      50.0     0.3      0.       0.       0.9
120      50.0     0.3      0.       0.       0.9
121      50.0     0.3      0.       0.       0.9
122      50.0     0.3      0.       0.       0.9
123      50.0     0.3      0.       0.       0.9
124      50.0     0.3      0.       0.       0.9
125      50.0     0.3      0.       0.       0.9
126      50.0     0.3      0.       0.       0.9
127      50.0     0.3      0.       0.       0.9
128      50.0     0.3      0.       0.       0.9
129      50.0     0.3      0.       0.       0.9
130      50.0     0.3      0.       0.       0.9
131      50.0     0.3      0.       0.       0.9
132      50.0     0.3      0.       0.       0.9
133      50.0     0.3      0.       0.       0.9
134      50.0     0.3      0.       0.       0.9
135      50.0     0.3      0.       0.       0.9
136      50.0     0.3      0.       0.       0.9
137      50.0     0.3      0.       0.       0.9
138      50.0     0.3      0.       0.       0.9
139      50.0     0.3      0.       0.       0.9
140      50.0     0.3      0.       0.       0.9
141      50.0     0.3      0.       0.       0.9
142      50.0     0.3      0.       0.       0.9
143      50.0     0.3      0.       0.       0.9
144      50.0     0.3      0.       0.       0.9
145      50.0     0.3      0.       0.       0.9
146      50.0     0.3      0.       0.       0.9
147      50.0     0.3      0.       0.       0.9
148      50.0     0.3      0.       0.       0.9
149      50.0     0.3      0.       0.       0.9
150      50.0     0.3      0.       0.       0.9
151      50.0     0.3      0.       0.       0.9
152      50.0     0.3      0.       0.       0.9
153      50.0     0.3      0.       0.       0.9
154      50.0     0.3      0.       0.       0.9
155      50.0     0.3      0.       0.       0.9
156      50.0     0.3      0.       0.       0.9
157      50.0     0.3      0.       0.       0.9
158      50.0     0.3      0.       0.       0.9
159      50.0     0.3      0.       0.       0.9
160      50.0     0.3      0.       0.       0.9
161      50.0     0.3      0.       0.       0.9
162      50.0     0.3      0.       0.       0.9
163      50.0     0.3      0.       0.       0.9
164      50.0     0.3      0.       0.       0.9
165      50.0     0.3      0.       0.       0.9
166      50.0     0.3      0.       0.       0.9
167      50.0     0.3      0.       0.       0.9
168      50.0     0.3      0.       0.       0.9
169      50.0     0.3      0.       0.       0.9
170      50.0     0.3      0.       0.       0.9
171      50.0     0.3      0.       0.       0.9
172      50.0     0.3      0.       0.       0.9
173      50.0     0.3      0.       0.       0.9
174      50.0     0.3      0.       0.       0.9
