0 -1.95316 0.279211 0 0 0.97724
1 34.3045 0.288909 0 0 1.01118
2 20.4899 0.276307 0 0 0.967074
3 3.02614 0.267717 0 0 0.937008
4 1.57033 0.280101 0 0 0.980353
5 12.6073 0.273258 0 0 0.956403
6 14.6467 0.281043 0 0 0.983651
7 34.7106 0.263161 0 0 0.921063
8 16.6891 0.264972 0 0 0.927402
9 28.0032 0.275474 0 0 0.964159
10 8.98151 0.271684 0 0 0.950893
11 -2.00379 0.268897 0 0 0.941141
12 12.1415 0.27033 0 0 0.946155
13 -2.54424 0.279829 0 0 0.979403
14 8.23983 0.264234 0 0 0.924817
15 -2.12091 0.282236 0 0 0.987827
16 -6.73052 0.26678 0 0 0.933731
17 45.6646 0.278319 0 0 0.974115
18 2.06793 0.277393 0 0 0.970874
19 6.93149 0.269872 0 0 0.944553
20 2.70309 0.266343 0 0 0.9322
21 21.8577 0.266278 0 0 0.931971
22 2.07814 0.273782 0 0 0.958236
23 -3.04421 0.276371 0 0 0.9673
24 9.86804 0.262867 0 0 0.920033
25 4.85733 0.257187 0 0 0.900154
26 -0.226321 0.273566 0 0 0.957483
27 17.9179 0.265502 0 0 0.929256
28 14.3673 0.266932 0 0 0.934262
29 -12.7468 0.259844 0 0 0.909454
30 0.250391 0.272934 0 0 0.955268
31 8.10329 0.269529 0 0 0.943351
32 7.87596 0.258645 0 0 0.905257
33 7.09219 0.278119 0 0 0.973418
34 2.9026 0.260578 0 0 0.912024
35 -0.71192 0.27729 0 0 0.970514
36 1.04228 0.261752 0 0 0.916133
37 4.47593 0.265799 0 0 0.930298
38 -4.79495 0.272871 0 0 0.955047
39 0.490685 0.270632 0 0 0.947212
40 10.6684 0.276828 0 0 0.968897
41 -17.9956 0.276986 0 0 0.969451
42 4.67775 0.272708 0 0 0.954479
43 -6.70447 0.284006 0 0 0.99402
44 28.4928 0.275964 0 0 0.965874
45 2.25112 0.274441 0 0 0.960542
46 -2.85273 0.277483 0 0 0.971189
47 1.56549 0.27511 0 0 0.962887
48 13.7453 0.276809 0 0 0.96883
49 2.20232 0.282781 0 0 0.989732
50 -1.59082 0.276993 0 0 0.969474
51 25.6402 0.278566 0 0 0.974981
52 13.3552 0.280127 0 0 0.980443
53 5.15607 0.270113 0 0 0.945394
54 -10.8731 0.279266 0 0 0.977432
55 12.676 0.272373 0 0 0.953304
56 9.41755 0.268567 0 0 0.939985
57 41.9834 0.263948 0 0 0.923817
58 -1.81176 0.280421 0 0 0.981474
59 13.198 0.269998 0 0 0.944992
60 3.44893 0.27497 0 0 0.962395
61 -3.76514 0.275769 0 0 0.965191
62 0.328147 0.273003 0 0 0.955511
63 8.70494 0.275279 0 0 0.963477
64 -3.12693 0.274073 0 0 0.959255
65 20.306 0.269508 0 0 0.943278
66 23.0965 0.276876 0 0 0.969064
67 -4.45559 0.279456 0 0 0.978097
68 7.32808 0.2707 0 0 0.94745
69 -31.0809 0.274173 0 0 0.959604
70 -7.34146 0.264198 0 0 0.924693
71 1.12086 0.273304 0 0 0.956564
72 -5.04401 0.270415 0 0 0.946451
73 -17.5658 0.266596 0 0 0.933086
74 8.91501 0.27421 0 0 0.959734
75 0.0175489 0.293772 0 0 1.0282
76 161.314 0.33515 0 0 1.17303
77 4.46283 0.266145 0 0 0.931507
78 20.9257 0.275482 0 0 0.964189
79 -0.548289 0.301533 0 0 1.05536
80 2.00584 0.266609 0 0 0.933132
81 5.37423 0.280479 0 0 0.981678
82 2.40189 0.280563 0 0 0.981972
83 4.71137 0.275465 0 0 0.964129
84 2.43059 0.272227 0 0 0.952795
85 13.3143 0.270254 0 0 0.945889
86 20 0.275 0 0 0.9625
87 7.04869 0.275535 0 0 0.964371
88 7.22565 0.268423 0 0 0.93948
89 -6.64189 0.271082 0 0 0.948787
90 5.71277 0.269844 0 0 0.944454
91 9.25859 0.280645 0 0 0.982256
92 -1.01503 0.271725 0 0 0.951036
93 12.1099 0.272931 0 0 0.955257
94 5.65856 0.276828 0 0 0.968898
95 -1.7432 0.286929 0 0 1.00425
96 37.8967 0.270845 0 0 0.947958
97 8.63974 0.26564 0 0 0.929741
98 15.6239 0.277997 0 0 0.972989
99 19.7401 0.274217 0 0 0.959761
100 3.54934 0.272868 0 0 0.955038
101 15.2735 0.264002 0 0 0.924008
102 8.31051 0.26379 0 0 0.923266
103 17.5375 0.279543 0 0 0.978402
104 3.11631 0.270475 0 0 0.946662
105 0.830773 0.276881 0 0 0.969085
106 9.13823 0.276542 0 0 0.967899
107 -3.83914 0.280829 0 0 0.9829
108 18.2899 0.271406 0 0 0.949922
109 6.11529 0.272085 0 0 0.952296
110 12.9145 0.28092 0 0 0.98322
111 10.7575 0.260304 0 0 0.911063
112 30.2355 0.254649 0 0 0.891273
113 -5.84473 0.268109 0 0 0.938382
114 -6.27002 0.27157 0 0 0.950494
115 3.43115 0.273951 0 0 0.958827
116 -2.18071 0.271647 0 0 0.950766
117 1.08579 0.281776 0 0 0.986216
118 -4.80791 0.264701 0 0 0.926453
119 -6.2993 0.276246 0 0 0.966862
120 -0.259863 0.268547 0 0 0.939915
121 -5.5064 0.273095 0 0 0.955831
122 18.9976 0.270242 0 0 0.945846
123 -3.94928 0.281492 0 0 0.985222
124 7.263 0.275598 0 0 0.964592
125 9.13351 0.261536 0 0 0.915376
126 14.0019 0.261012 0 0 0.913541
127 8.78977 0.26458 0 0 0.926031
128 4.57767 0.26427 0 0 0.924944
129 13.0727 0.266717 0 0 0.933511
130 11.6224 0.27274 0 0 0.954591
131 0.744376 0.274703 0 0 0.961461
132 42.8607 0.275541 0 0 0.964394
133 6.88569 0.281571 0 0 0.985497
134 3.32933 0.277996 0 0 0.972986
135 0.450927 0.276402 0 0 0.967406
136 14.6169 0.269419 0 0 0.942965
137 -8.51023 0.278521 0 0 0.974823
138 2.27028 0.270578 0 0 0.947023
139 14.5019 0.264923 0 0 0.927231
140 14.8081 0.27924 0 0 0.977341
141 2.20249 0.271471 0 0 0.950147
142 15.5697 0.271007 0 0 0.948524
143 14.7313 0.284353 0 0 0.995237
144 9.30832 0.268277 0 0 0.93897
145 16.7026 0.28594 0 0 1.00079
146 -0.593169 0.276553 0 0 0.967935
147 10.1512 0.26817 0 0 0.938595
148 9.44481 0.277457 0 0 0.9711
149 10.1424 0.281784 0 0 0.986244
150 -19.2766 0.274074 0 0 0.959258
151 7.1185 0.273876 0 0 0.958567
152 9.06492 0.263589 0 0 0.922562
153 -0.811449 0.279487 0 0 0.978203
154 -7.11161 0.266654 0 0 0.933288
155 26.3755 0.272078 0 0 0.952272
156 5.36432 0.28875 0 0 1.01063
