0.93 0.075
2.15 0.030
2.72 0.137
3.64 0.236
4.50 0.383
4.31 0.772
4.41 0.948
3.04 0.949
2.48 0.852
1.89 0.684
1.44 0.515
0.99 0.239
0.93 0.075
