0.93 0.075
2.15 0.030
2.72 0.137
3.64 0.236
4.50 0.383
5.62 0.882
6.59 1.585
5.89 1.861
4.70 1.474
3.19 1.166
3.04 0.949
2.48 0.852
1.89 0.684
1.44 0.515
0.99 0.239
0.93 0.075
